CD_MUNICIPIO,NM_MUNICIPIO,CD_CARGO,DS_CARGO,NR_VOTAVEL,NM_VOTAVEL,SQ_CANDIDATO,QT_VOTOS_TOTAL,QT_ZONAS_COM_VOTO,QT_SECOES_COM_VOTO,QT_LOCAIS_COM_VOTO
44458,DIVINÓPOLIS,13,Vereador,10100,RONAN MEIRA DE ALVARENGA,130002134999,793,2,367,69
44458,DIVINÓPOLIS,13,Vereador,13000,RENATO FERREIRA DOS SANTOS,130001954984,771,2,346,66
44458,DIVINÓPOLIS,13,Vereador,22345,HÉLIO ALVES BARROS,130001923801,717,2,286,67
44458,DIVINÓPOLIS,13,Vereador,65123,BRUNO ALVES CAMARGOS,130001954980,679,2,340,69
44458,DIVINÓPOLIS,13,Vereador,10000,CHARLENE RODRIGUES DA SILVA,130002134992,640,2,335,66
44458,DIVINÓPOLIS,13,Vereador,18200,MANOEL DE BORBA,130001973082,638,2,167,55
44458,DIVINÓPOLIS,13,Vereador,77000,GILDO JOAQUIM DE SOUZA,130001906610,636,2,226,66
44458,DIVINÓPOLIS,13,Vereador,36666,JOÃO PAULO PEREIRA GONTIJO,130002062868,636,2,197,61
44458,DIVINÓPOLIS,13,Vereador,12000,DENIANE DUARTE DE MELO,130002024105,622,2,314,67
44458,DIVINÓPOLIS,13,Vereador,77555,RAIMUNDO NONATO FERREIRA,130001906613,586,2,236,56
44458,DIVINÓPOLIS,13,Vereador,55555,HISNAN EURIDES PEREIRA,130001987610,573,2,269,67
44458,DIVINÓPOLIS,13,Vereador,30007,EMERSON DINIZ COELHO,130002135802,535,2,252,65
44458,DIVINÓPOLIS,13,Vereador,10010,FERNANDO VILELA,130002135001,497,2,250,64
44458,DIVINÓPOLIS,13,Vereador,12300,RODOLFO DE SOUSA MAXIMINO,130002024113,493,2,271,60
44458,DIVINÓPOLIS,13,Vereador,13600,SIDNEIA HERMES FRANCELINO,130001954985,482,2,265,64
44458,DIVINÓPOLIS,13,Vereador,43222,ROGÉRIO FERREIRA JAQUES,130001954979,481,2,156,56
44458,DIVINÓPOLIS,13,Vereador,77444,GERALDO JOSÉ DA SILVA,130001906604,479,2,132,43
44458,DIVINÓPOLIS,13,Vereador,18888,CASSIO HENRIQUE FERREIRA DE MORAIS,130001973093,468,2,276,65
44458,DIVINÓPOLIS,13,Vereador,11700,WENDEL ALVES PIMENTA,130002136086,447,2,246,66
44458,DIVINÓPOLIS,13,Vereador,43300,TELMA APARECIDA RODRIGUES,130001954983,446,2,245,66
44458,DIVINÓPOLIS,13,Vereador,10102,GERALDO LELIS CLEMENTINO,130002135000,444,2,242,62
44458,DIVINÓPOLIS,13,Vereador,70030,CARLOS EDUARDO DA SILVA PEREIRA,130002170050,443,2,178,56
44458,DIVINÓPOLIS,13,Vereador,77300,JOSÉ GERALDO PEREIRA,130001906605,426,2,265,64
44458,DIVINÓPOLIS,13,Vereador,44111,MAYCHEL DOUGLAS MELO GIANI,130001972900,426,2,234,59
44458,DIVINÓPOLIS,13,Vereador,11111,ADELSON ALMEIDA SANTOS,130002136090,418,2,249,64
44458,DIVINÓPOLIS,13,Vereador,30123,NILMAR EUSTAQUIO DE SOUZA,130002135795,415,2,250,66
44458,DIVINÓPOLIS,13,Vereador,36100,MAURICIO GONÇALVES PINTO,130002062866,399,2,221,59
44458,DIVINÓPOLIS,13,Vereador,36789,SILVANA CRISTINA CABRAL,130002062858,390,2,200,59
44458,DIVINÓPOLIS,13,Vereador,70117,DANIEL LUCAS FONSECA,130002170052,390,2,153,53
44458,DIVINÓPOLIS,13,Vereador,70456,ADRIANY FERNANDES DA SILVA,130002170054,376,2,218,59
44458,DIVINÓPOLIS,13,Vereador,77003,ADAIR JOSÉ DOS SANTOS,130001906606,376,2,135,53
44458,DIVINÓPOLIS,13,Vereador,36000,RONEMAR SOARES,130002062867,368,2,255,68
44458,DIVINÓPOLIS,13,Vereador,22111,ALEXANDRE LUCIANO FERREIRA,130001923805,366,2,214,62
44458,DIVINÓPOLIS,13,Vereador,30999,FLÁVIA RÚBIA DE OLIVEIRA,130002135803,365,2,174,58
44458,DIVINÓPOLIS,13,Vereador,22777,TIAGO DE CASTRO ARAUJO,130001923796,359,2,209,58
44458,DIVINÓPOLIS,13,Vereador,55500,IRINÉIA REGINA MARQUES,130001987612,359,2,217,62
44458,DIVINÓPOLIS,13,Vereador,22625,FLÁVIO CLEMENTINO PEREIRA,130001923800,352,2,173,59
